alpha,xi,sigma,beta,primal_lr,dual_lr,lambda_max,dual_momentum,reset_lambda_per_outer,num_seeds,final_total_mean,final_total_std,final_upper_mean,final_upper_std,final_lower_mean,final_lower_std,final_max_constraint_mean,final_max_constraint_std,final_score_mean,final_score_std,tail_mean_total_mean,tail_mean_total_std,tail_mean_upper_mean,tail_mean_upper_std,tail_mean_lower_mean,tail_mean_lower_std,tail_mean_max_constraint_mean,tail_mean_max_constraint_std,tail_score_mean,tail_score_std,best_total_mean,best_total_std,best_upper_mean,best_upper_std,best_lower_mean,best_lower_std,best_max_constraint_mean,best_max_constraint_std,time_mean,time_std,lower_scale,method,status,error
0.001,0.0001,0.01,0.0001,0.003,0.001,100.0,0.0,False,1,0.6978540420532227,0.0,1.8869350242312066e-05,0.0,0.6978351473808289,0.0,1.585949420928955,0.0,2.2838034629821777,0.0,0.6978540420532227,0.0,1.8869350242312066e-05,0.0,0.6978351473808289,0.0,1.585949420928955,0.0,2.2838034629821777,0.0,0.6978540420532227,0.0,1.8869350242312066e-05,0.0,0.3714917302131653,0.0,1.585949420928955,0.0,333.3929851236753,0.0,1.0,PD,ok,
0.001,0.001,0.01,0.0001,0.003,0.001,100.0,0.0,False,1,0.6978582143783569,0.0,1.8853395886253566e-05,0.0,0.6978393793106079,0.0,1.585937738418579,0.0,2.283795952796936,0.0,0.6978582143783569,0.0,1.8853395886253566e-05,0.0,0.6978393793106079,0.0,1.585937738418579,0.0,2.283795952796936,0.0,0.6978582143783569,0.0,1.8853395886253566e-05,0.0,0.3714917302131653,0.0,1.585937738418579,0.0,323.8983382056467,0.0,1.0,PD,ok,
0.001,0.0001,0.001,0.01,0.003,0.001,100.0,0.0,False,1,0.702041506767273,0.0,9.706312994239852e-06,0.0,0.7020317912101746,0.0,1.5847764015197754,0.0,2.2868179082870483,0.0,0.702041506767273,0.0,9.706312994239852e-06,0.0,0.7020317912101746,0.0,1.5847764015197754,0.0,2.2868179082870483,0.0,0.702041506767273,0.0,9.706312994239852e-06,0.0,0.3714917302131653,0.0,1.5847764015197754,0.0,384.52943067625165,0.0,1.0,PD,ok,
0.001,0.001,0.001,0.01,0.003,0.001,100.0,0.0,False,1,0.7020463347434998,0.0,9.695455446490087e-06,0.0,0.7020366191864014,0.0,1.5847642421722412,0.0,2.286810576915741,0.0,0.7020463347434998,0.0,9.695455446490087e-06,0.0,0.7020366191864014,0.0,1.5847642421722412,0.0,2.286810576915741,0.0,0.7020463347434998,0.0,9.695455446490087e-06,0.0,0.3714917302131653,0.0,1.5847642421722412,0.0,323.28792571276426,0.0,1.0,PD,ok,
0.001,0.0001,0.001,0.001,0.003,0.001,100.0,0.0,False,1,0.7021433115005493,0.0,9.226927431882359e-06,0.0,0.7021340727806091,0.0,1.5848937034606934,0.0,2.2870370149612427,0.0,0.7021433115005493,0.0,9.226927431882359e-06,0.0,0.7021340727806091,0.0,1.5848937034606934,0.0,2.2870370149612427,0.0,0.7021433115005493,0.0,9.226927431882359e-06,0.0,0.3714917302131653,0.0,1.5848937034606934,0.0,381.5660268701613,0.0,1.0,PD,ok,
0.001,0.001,0.001,0.001,0.003,0.001,100.0,0.0,False,1,0.7021481990814209,0.0,9.215496902470477e-06,0.0,0.7021389603614807,0.0,1.5848820209503174,0.0,2.2870302200317383,0.0,0.7021481990814209,0.0,9.215496902470477e-06,0.0,0.7021389603614807,0.0,1.5848820209503174,0.0,2.2870302200317383,0.0,0.7021481990814209,0.0,9.215496902470477e-06,0.0,0.3714917302131653,0.0,1.5848820209503174,0.0,329.0801590438932,0.0,1.0,PD,ok,
0.001,0.0001,0.001,0.0001,0.003,0.001,100.0,0.0,False,1,0.7021535038948059,0.0,9.179290827887598e-06,0.0,0.7021443247795105,0.0,1.5849056243896484,0.0,2.2870591282844543,0.0,0.7021535038948059,0.0,9.179290827887598e-06,0.0,0.7021443247795105,0.0,1.5849056243896484,0.0,2.2870591282844543,0.0,0.7021535038948059,0.0,9.179290827887598e-06,0.0,0.3714917302131653,0.0,1.5849056243896484,0.0,380.6988248117268,0.0,1.0,PD,ok,
0.001,0.001,0.001,0.0001,0.003,0.001,100.0,0.0,False,1,0.7021584510803223,0.0,9.16891349334037e-06,0.0,0.7021492719650269,0.0,1.5848935842514038,0.0,2.287052035331726,0.0,0.7021584510803223,0.0,9.16891349334037e-06,0.0,0.7021492719650269,0.0,1.5848935842514038,0.0,2.287052035331726,0.0,0.7021584510803223,0.0,9.16891349334037e-06,0.0,0.3714917302131653,0.0,1.5848935842514038,0.0,324.14750622259453,0.0,1.0,PD,ok,
0.001,0.0001,0.01,0.01,0.003,0.003,100.0,0.0,False,1,0.7217136025428772,0.0,0.00048437967780046165,0.0,0.7212291955947876,0.0,1.6324615478515625,0.0,2.3541751503944397,0.0,0.7217136025428772,0.0,0.00048437967780046165,0.0,0.7212291955947876,0.0,1.6324615478515625,0.0,2.3541751503944397,0.0,0.7217136025428772,0.0,0.00048437967780046165,0.0,0.3714917302131653,0.0,1.6324615478515625,0.0,323.1902682906948,0.0,1.0,PD,ok,
0.001,0.001,0.01,0.01,0.003,0.003,100.0,0.0,False,1,0.7217240929603577,0.0,0.00048451952170580626,0.0,0.7212395668029785,0.0,1.6324423551559448,0.0,2.3541664481163025,0.0,0.7217240929603577,0.0,0.00048451952170580626,0.0,0.7212395668029785,0.0,1.6324423551559448,0.0,2.3541664481163025,0.0,0.7217240929603577,0.0,0.00048451952170580626,0.0,0.3714917302131653,0.0,1.6324423551559448,0.0,175.34623177116737,0.0,1.0,PD,ok,
