alpha,xi,sigma,beta,gamma0,threshold_scale,num_seeds,final_total_mean,final_total_std,final_upper_mean,final_upper_std,final_lower_mean,final_lower_std,final_max_constraint_mean,final_max_constraint_std,final_score_mean,final_score_std,tail_mean_total_mean,tail_mean_total_std,tail_mean_upper_mean,tail_mean_upper_std,tail_mean_lower_mean,tail_mean_lower_std,tail_mean_max_constraint_mean,tail_mean_max_constraint_std,tail_score_mean,tail_score_std,best_total_mean,best_total_std,best_upper_mean,best_upper_std,best_lower_mean,best_lower_std,best_max_constraint_mean,best_max_constraint_std,time_mean,time_std,method,status,error
0.001,0.1,0.01,0.001,10.0,1.0,1,0.28319451212882996,0.0,0.2825135886669159,0.0,0.0006809320184402168,0.0,1.019192099571228,0.0,1.302386611700058,0.0,0.28319451212882996,0.0,0.2825135886669159,0.0,0.0006809320184402168,0.0,1.019192099571228,0.0,1.302386611700058,0.0,0.28319451212882996,0.0,0.2825135886669159,0.0,0.0006809320184402168,0.0,1.019192099571228,0.0,7.9276137771084905,0.0,SG,ok,
0.001,0.1,0.01,0.01,10.0,1.0,1,0.28319451212882996,0.0,0.2825135886669159,0.0,0.0006809320184402168,0.0,1.019192099571228,0.0,1.302386611700058,0.0,0.28319451212882996,0.0,0.2825135886669159,0.0,0.0006809320184402168,0.0,1.019192099571228,0.0,1.302386611700058,0.0,0.28319451212882996,0.0,0.2825135886669159,0.0,0.0006809320184402168,0.0,1.019192099571228,0.0,7.955555389635265,0.0,SG,ok,
0.001,0.1,0.01,0.1,10.0,1.0,1,0.28319451212882996,0.0,0.2825135886669159,0.0,0.0006809320184402168,0.0,1.019192099571228,0.0,1.302386611700058,0.0,0.28319451212882996,0.0,0.2825135886669159,0.0,0.0006809320184402168,0.0,1.019192099571228,0.0,1.302386611700058,0.0,0.28319451212882996,0.0,0.2825135886669159,0.0,0.0006809320184402168,0.0,1.019192099571228,0.0,7.938714297488332,0.0,SG,ok,
0.001,0.001,0.001,0.001,10.0,1.0,1,0.2988230288028717,0.0,0.29879122972488403,0.0,3.18072852678597e-05,0.0,0.6287821531295776,0.0,0.9276051819324493,0.0,0.2988230288028717,0.0,0.29879122972488403,0.0,3.18072852678597e-05,0.0,0.6287821531295776,0.0,0.9276051819324493,0.0,0.2988230288028717,0.0,0.29879122972488403,0.0,3.18072852678597e-05,0.0,0.6287821531295776,0.0,7.91621046513319,0.0,SG,ok,
0.001,0.001,0.001,0.01,10.0,1.0,1,0.2988230288028717,0.0,0.29879122972488403,0.0,3.18072852678597e-05,0.0,0.6287821531295776,0.0,0.9276051819324493,0.0,0.2988230288028717,0.0,0.29879122972488403,0.0,3.18072852678597e-05,0.0,0.6287821531295776,0.0,0.9276051819324493,0.0,0.2988230288028717,0.0,0.29879122972488403,0.0,3.18072852678597e-05,0.0,0.6287821531295776,0.0,7.935937052592635,0.0,SG,ok,
0.001,0.001,0.001,0.1,10.0,1.0,1,0.2988230288028717,0.0,0.29879122972488403,0.0,3.18072852678597e-05,0.0,0.6287821531295776,0.0,0.9276051819324493,0.0,0.2988230288028717,0.0,0.29879122972488403,0.0,3.18072852678597e-05,0.0,0.6287821531295776,0.0,0.9276051819324493,0.0,0.2988230288028717,0.0,0.29879122972488403,0.0,3.18072852678597e-05,0.0,0.6287821531295776,0.0,7.957643602974713,0.0,SG,ok,
0.001,0.0001,0.1,0.001,10.0,1.0,1,0.35120439529418945,0.0,0.3510061502456665,0.0,0.00019824547052849084,0.0,1.006330966949463,0.0,1.3575353622436523,0.0,0.35120439529418945,0.0,0.3510061502456665,0.0,0.00019824547052849084,0.0,1.006330966949463,0.0,1.3575353622436523,0.0,0.35120439529418945,0.0,0.3510061502456665,0.0,0.00019824547052849084,0.0,1.006330966949463,0.0,7.931348230689764,0.0,SG,ok,
0.001,0.0001,0.1,0.01,10.0,1.0,1,0.35120439529418945,0.0,0.3510061502456665,0.0,0.00019824547052849084,0.0,1.006330966949463,0.0,1.3575353622436523,0.0,0.35120439529418945,0.0,0.3510061502456665,0.0,0.00019824547052849084,0.0,1.006330966949463,0.0,1.3575353622436523,0.0,0.35120439529418945,0.0,0.3510061502456665,0.0,0.00019824547052849084,0.0,1.006330966949463,0.0,7.942967182025313,0.0,SG,ok,
0.001,0.0001,0.1,0.1,10.0,1.0,1,0.35120439529418945,0.0,0.3510061502456665,0.0,0.00019824547052849084,0.0,1.006330966949463,0.0,1.3575353622436523,0.0,0.35120439529418945,0.0,0.3510061502456665,0.0,0.00019824547052849084,0.0,1.006330966949463,0.0,1.3575353622436523,0.0,0.35120439529418945,0.0,0.3510061502456665,0.0,0.00019824547052849084,0.0,1.006330966949463,0.0,7.9740513656288385,0.0,SG,ok,
0.001,0.0001,0.001,0.001,1000.0,1.0,1,0.5852930545806885,0.0,0.35477352142333984,0.0,0.23051950335502625,0.0,1.6235162019729614,0.0,2.20880925655365,0.0,0.5852930545806885,0.0,0.35477352142333984,0.0,0.23051950335502625,0.0,1.6235162019729614,0.0,2.20880925655365,0.0,0.5852930545806885,0.0,0.35477352142333984,0.0,0.23051950335502625,0.0,1.6235162019729614,0.0,8.001635087653995,0.0,SG,ok,
