alpha,xi,sigma,beta,primal_lr,dual_lr,lambda_max,dual_momentum,reset_lambda_per_outer,num_seeds,final_total_mean,final_total_std,final_upper_mean,final_upper_std,final_lower_mean,final_lower_std,final_max_constraint_mean,final_max_constraint_std,final_score_mean,final_score_std,tail_mean_total_mean,tail_mean_total_std,tail_mean_upper_mean,tail_mean_upper_std,tail_mean_lower_mean,tail_mean_lower_std,tail_mean_max_constraint_mean,tail_mean_max_constraint_std,tail_score_mean,tail_score_std,best_total_mean,best_total_std,best_upper_mean,best_upper_std,best_lower_mean,best_lower_std,best_max_constraint_mean,best_max_constraint_std,time_mean,time_std,method,status,error
0.001,0.0001,0.001,0.001,0.0001,0.01,100.0,0.0,False,1,0.46778595447540283,0.0,0.20952576398849487,0.0,0.25826019048690796,0.0,1.704146146774292,0.0,2.171932101249695,0.0,0.46778595447540283,0.0,0.20952576398849487,0.0,0.25826019048690796,0.0,1.704146146774292,0.0,2.171932101249695,0.0,0.46778595447540283,0.0,0.20952576398849487,0.0,0.25826019048690796,0.0,1.704146146774292,0.0,10.540438941679895,0.0,PD,ok,
0.001,0.001,0.001,0.001,0.0001,0.01,100.0,0.0,False,1,0.4677859842777252,0.0,0.20952579379081726,0.0,0.25826019048690796,0.0,1.704145908355713,0.0,2.171931892633438,0.0,0.4677859842777252,0.0,0.20952579379081726,0.0,0.25826019048690796,0.0,1.704145908355713,0.0,2.171931892633438,0.0,0.4677859842777252,0.0,0.20952579379081726,0.0,0.25826019048690796,0.0,1.704145908355713,0.0,10.908845348283648,0.0,PD,ok,
0.001,0.01,0.001,0.001,0.0001,0.01,100.0,0.0,False,1,0.46778634190559387,0.0,0.2095259726047516,0.0,0.2582603693008423,0.0,1.7041451930999756,0.0,2.1719315350055695,0.0,0.46778634190559387,0.0,0.2095259726047516,0.0,0.2582603693008423,0.0,1.7041451930999756,0.0,2.1719315350055695,0.0,0.46778634190559387,0.0,0.2095259726047516,0.0,0.2582603693008423,0.0,1.7041451930999756,0.0,10.793674097396433,0.0,PD,ok,
0.001,0.1,0.001,0.001,0.0001,0.01,100.0,0.0,False,1,0.4677897095680237,0.0,0.20952771604061127,0.0,0.2582619786262512,0.0,1.704140305519104,0.0,2.1719300150871277,0.0,0.4677897095680237,0.0,0.20952771604061127,0.0,0.2582619786262512,0.0,1.704140305519104,0.0,2.1719300150871277,0.0,0.4677897095680237,0.0,0.20952771604061127,0.0,0.2582619786262512,0.0,1.704140305519104,0.0,10.798446514643729,0.0,PD,ok,
0.001,0.0001,0.01,0.1,0.0001,0.01,100.0,0.0,False,1,0.46492263674736023,0.0,0.21016454696655273,0.0,0.2547580897808075,0.0,1.699418544769287,0.0,2.1643411815166473,0.0,0.46492263674736023,0.0,0.21016454696655273,0.0,0.2547580897808075,0.0,1.699418544769287,0.0,2.1643411815166473,0.0,0.46492263674736023,0.0,0.21016454696655273,0.0,0.2547580897808075,0.0,1.699418544769287,0.0,10.591019847430289,0.0,PD,ok,
0.001,0.001,0.01,0.1,0.0001,0.01,100.0,0.0,False,1,0.46492284536361694,0.0,0.21016459167003632,0.0,0.25475823879241943,0.0,1.699418544769287,0.0,2.164341390132904,0.0,0.46492284536361694,0.0,0.21016459167003632,0.0,0.25475823879241943,0.0,1.699418544769287,0.0,2.164341390132904,0.0,0.46492284536361694,0.0,0.21016459167003632,0.0,0.25475823879241943,0.0,1.699418544769287,0.0,10.820574946701527,0.0,PD,ok,
0.001,0.01,0.01,0.1,0.0001,0.01,100.0,0.0,False,1,0.46492311358451843,0.0,0.21016472578048706,0.0,0.25475838780403137,0.0,1.6994178295135498,0.0,2.1643409430980682,0.0,0.46492311358451843,0.0,0.21016472578048706,0.0,0.25475838780403137,0.0,1.6994178295135498,0.0,2.1643409430980682,0.0,0.46492311358451843,0.0,0.21016472578048706,0.0,0.25475838780403137,0.0,1.6994178295135498,0.0,10.627836825326085,0.0,PD,ok,
0.001,0.1,0.01,0.1,0.0001,0.01,100.0,0.0,False,1,0.4649258255958557,0.0,0.21016579866409302,0.0,0.2547600269317627,0.0,1.6994119882583618,0.0,2.1643378138542175,0.0,0.4649258255958557,0.0,0.21016579866409302,0.0,0.2547600269317627,0.0,1.6994119882583618,0.0,2.1643378138542175,0.0,0.4649258255958557,0.0,0.21016579866409302,0.0,0.2547600269317627,0.0,1.6994119882583618,0.0,10.95758053008467,0.0,PD,ok,
0.001,0.0001,0.01,0.01,0.0001,0.01,100.0,0.0,False,1,0.46842455863952637,0.0,0.21038895845413208,0.0,0.2580356001853943,0.0,1.7039227485656738,0.0,2.1723473072052,0.0,0.46842455863952637,0.0,0.21038895845413208,0.0,0.2580356001853943,0.0,1.7039227485656738,0.0,2.1723473072052,0.0,0.46842455863952637,0.0,0.21038895845413208,0.0,0.2580356001853943,0.0,1.7039227485656738,0.0,10.589772946201265,0.0,PD,ok,
0.001,0.001,0.01,0.01,0.0001,0.01,100.0,0.0,False,1,0.46842455863952637,0.0,0.21038906276226044,0.0,0.2580355107784271,0.0,1.7039227485656738,0.0,2.1723473072052,0.0,0.46842455863952637,0.0,0.21038906276226044,0.0,0.2580355107784271,0.0,1.7039227485656738,0.0,2.1723473072052,0.0,0.46842455863952637,0.0,0.21038906276226044,0.0,0.2580355107784271,0.0,1.7039227485656738,0.0,10.735044912435114,0.0,PD,ok,
0.001,0.01,0.01,0.01,0.0001,0.01,100.0,0.0,False,1,0.46842482686042786,0.0,0.2103891372680664,0.0,0.25803568959236145,0.0,1.7039214372634888,0.0,2.1723462641239166,0.0,0.46842482686042786,0.0,0.2103891372680664,0.0,0.25803568959236145,0.0,1.7039214372634888,0.0,2.1723462641239166,0.0,0.46842482686042786,0.0,0.2103891372680664,0.0,0.25803568959236145,0.0,1.7039214372634888,0.0,10.800289131700993,0.0,PD,ok,
0.001,0.1,0.01,0.01,0.0001,0.01,100.0,0.0,False,1,0.46842753887176514,0.0,0.210390105843544,0.0,0.2580374479293823,0.0,1.7039165496826172,0.0,2.1723440885543823,0.0,0.46842753887176514,0.0,0.210390105843544,0.0,0.2580374479293823,0.0,1.7039165496826172,0.0,2.1723440885543823,0.0,0.46842753887176514,0.0,0.210390105843544,0.0,0.2580374479293823,0.0,1.7039165496826172,0.0,10.975469659082592,0.0,PD,ok,
0.001,0.0001,0.01,0.001,0.0001,0.01,100.0,0.0,False,1,0.46877196431159973,0.0,0.2104114592075348,0.0,0.25836050510406494,0.0,1.7043733596801758,0.0,2.1731453239917755,0.0,0.46877196431159973,0.0,0.2104114592075348,0.0,0.25836050510406494,0.0,1.7043733596801758,0.0,2.1731453239917755,0.0,0.46877196431159973,0.0,0.2104114592075348,0.0,0.25836050510406494,0.0,1.7043733596801758,0.0,10.604352999478579,0.0,PD,ok,
0.001,0.001,0.01,0.001,0.0001,0.01,100.0,0.0,False,1,0.4687720239162445,0.0,0.2104114592075348,0.0,0.2583605647087097,0.0,1.704374074935913,0.0,2.1731460988521576,0.0,0.4687720239162445,0.0,0.2104114592075348,0.0,0.2583605647087097,0.0,1.704374074935913,0.0,2.1731460988521576,0.0,0.4687720239162445,0.0,0.2104114592075348,0.0,0.2583605647087097,0.0,1.704374074935913,0.0,10.586410731077194,0.0,PD,ok,
0.001,0.01,0.01,0.001,0.0001,0.01,100.0,0.0,False,1,0.4687722623348236,0.0,0.21041154861450195,0.0,0.25836071372032166,0.0,1.7043728828430176,0.0,2.173145145177841,0.0,0.4687722623348236,0.0,0.21041154861450195,0.0,0.25836071372032166,0.0,1.7043728828430176,0.0,2.173145145177841,0.0,0.4687722623348236,0.0,0.21041154861450195,0.0,0.25836071372032166,0.0,1.7043728828430176,0.0,10.881433909758925,0.0,PD,ok,
0.001,0.1,0.01,0.001,0.0001,0.01,100.0,0.0,False,1,0.46877479553222656,0.0,0.2104124277830124,0.0,0.25836238265037537,0.0,1.7043675184249878,0.0,2.1731423139572144,0.0,0.46877479553222656,0.0,0.2104124277830124,0.0,0.25836238265037537,0.0,1.7043675184249878,0.0,2.1731423139572144,0.0,0.46877479553222656,0.0,0.2104124277830124,0.0,0.25836238265037537,0.0,1.7043675184249878,0.0,10.876946699805558,0.0,PD,ok,
0.001,0.0001,0.001,0.1,0.0001,0.001,100.0,0.0,False,1,0.4683592915534973,0.0,0.21204321086406708,0.0,0.25631609559059143,0.0,1.7031738758087158,0.0,2.171533167362213,0.0,0.4683592915534973,0.0,0.21204321086406708,0.0,0.25631609559059143,0.0,1.7031738758087158,0.0,2.171533167362213,0.0,0.4683592915534973,0.0,0.21204321086406708,0.0,0.25631609559059143,0.0,1.7031738758087158,0.0,10.633745352737606,0.0,PD,ok,
0.001,0.001,0.001,0.1,0.0001,0.001,100.0,0.0,False,1,0.4683592915534973,0.0,0.21204321086406708,0.0,0.25631606578826904,0.0,1.7031739950180054,0.0,2.1715332865715027,0.0,0.4683592915534973,0.0,0.21204321086406708,0.0,0.25631606578826904,0.0,1.7031739950180054,0.0,2.1715332865715027,0.0,0.4683592915534973,0.0,0.21204321086406708,0.0,0.25631606578826904,0.0,1.7031739950180054,0.0,10.559495454654098,0.0,PD,ok,
0.001,0.01,0.001,0.1,0.0001,0.001,100.0,0.0,False,1,0.4683596193790436,0.0,0.2120433747768402,0.0,0.25631624460220337,0.0,1.7031731605529785,0.0,2.171532779932022,0.0,0.4683596193790436,0.0,0.2120433747768402,0.0,0.25631624460220337,0.0,1.7031731605529785,0.0,2.171532779932022,0.0,0.4683596193790436,0.0,0.2120433747768402,0.0,0.25631624460220337,0.0,1.7031731605529785,0.0,10.789411552250385,0.0,PD,ok,
0.001,0.1,0.001,0.1,0.0001,0.001,100.0,0.0,False,1,0.46836283802986145,0.0,0.21204513311386108,0.0,0.25631770491600037,0.0,1.7031687498092651,0.0,2.1715315878391266,0.0,0.46836283802986145,0.0,0.21204513311386108,0.0,0.25631770491600037,0.0,1.7031687498092651,0.0,2.1715315878391266,0.0,0.46836283802986145,0.0,0.21204513311386108,0.0,0.25631770491600037,0.0,1.7031687498092651,0.0,10.873680716380477,0.0,PD,ok,
0.001,0.0001,0.001,0.01,0.0001,0.001,100.0,0.0,False,1,0.4686815142631531,0.0,0.21206121146678925,0.0,0.25662028789520264,0.0,1.703603744506836,0.0,2.172285258769989,0.0,0.4686815142631531,0.0,0.21206121146678925,0.0,0.25662028789520264,0.0,1.703603744506836,0.0,2.172285258769989,0.0,0.4686815142631531,0.0,0.21206121146678925,0.0,0.25662028789520264,0.0,1.703603744506836,0.0,10.511364246718585,0.0,PD,ok,
0.001,0.001,0.001,0.01,0.0001,0.001,100.0,0.0,False,1,0.4686815142631531,0.0,0.21206121146678925,0.0,0.256620317697525,0.0,1.7036033868789673,0.0,2.1722849011421204,0.0,0.4686815142631531,0.0,0.21206121146678925,0.0,0.256620317697525,0.0,1.7036033868789673,0.0,2.1722849011421204,0.0,0.4686815142631531,0.0,0.21206121146678925,0.0,0.256620317697525,0.0,1.7036033868789673,0.0,10.554862284101546,0.0,PD,ok,
0.001,0.01,0.001,0.01,0.0001,0.001,100.0,0.0,False,1,0.46868181228637695,0.0,0.21206134557724,0.0,0.25662046670913696,0.0,1.70360267162323,0.0,2.172284483909607,0.0,0.46868181228637695,0.0,0.21206134557724,0.0,0.25662046670913696,0.0,1.70360267162323,0.0,2.172284483909607,0.0,0.46868181228637695,0.0,0.21206134557724,0.0,0.25662046670913696,0.0,1.70360267162323,0.0,10.854777922853827,0.0,PD,ok,
0.001,0.0001,0.001,0.001,0.0001,0.001,100.0,0.0,False,1,0.4687137007713318,0.0,0.21206296980381012,0.0,0.25665074586868286,0.0,1.7036454677581787,0.0,2.1723591685295105,0.0,0.4687137007713318,0.0,0.21206296980381012,0.0,0.25665074586868286,0.0,1.7036454677581787,0.0,2.1723591685295105,0.0,0.4687137007713318,0.0,0.21206296980381012,0.0,0.25665074586868286,0.0,1.7036454677581787,0.0,10.5126534961164,0.0,PD,ok,
0.001,0.001,0.001,0.001,0.0001,0.001,100.0,0.0,False,1,0.4687138795852661,0.0,0.21206305921077728,0.0,0.25665080547332764,0.0,1.7036452293395996,0.0,2.1723591089248657,0.0,0.4687138795852661,0.0,0.21206305921077728,0.0,0.25665080547332764,0.0,1.7036452293395996,0.0,2.1723591089248657,0.0,0.4687138795852661,0.0,0.21206305921077728,0.0,0.25665080547332764,0.0,1.7036452293395996,0.0,10.92621188890189,0.0,PD,ok,
0.001,0.1,0.001,0.01,0.0001,0.001,100.0,0.0,False,1,0.4686850309371948,0.0,0.21206310391426086,0.0,0.25662192702293396,0.0,1.7035984992980957,0.0,2.1722835302352905,0.0,0.4686850309371948,0.0,0.21206310391426086,0.0,0.25662192702293396,0.0,1.7035984992980957,0.0,2.1722835302352905,0.0,0.4686850309371948,0.0,0.21206310391426086,0.0,0.25662192702293396,0.0,1.7035984992980957,0.0,10.972222336567938,0.0,PD,ok,
0.001,0.01,0.001,0.001,0.0001,0.001,100.0,0.0,False,1,0.4687140882015228,0.0,0.21206319332122803,0.0,0.2566508948802948,0.0,1.7036447525024414,0.0,2.1723588407039642,0.0,0.4687140882015228,0.0,0.21206319332122803,0.0,0.2566508948802948,0.0,1.7036447525024414,0.0,2.1723588407039642,0.0,0.4687140882015228,0.0,0.21206319332122803,0.0,0.2566508948802948,0.0,1.7036447525024414,0.0,10.773922875523567,0.0,PD,ok,
0.001,0.1,0.001,0.001,0.0001,0.001,100.0,0.0,False,1,0.4687173068523407,0.0,0.2120649516582489,0.0,0.2566523551940918,0.0,1.703641653060913,0.0,2.172358959913254,0.0,0.4687173068523407,0.0,0.2120649516582489,0.0,0.2566523551940918,0.0,1.703641653060913,0.0,2.172358959913254,0.0,0.4687173068523407,0.0,0.2120649516582489,0.0,0.2566523551940918,0.0,1.703641653060913,0.0,10.796599728055298,0.0,PD,ok,
0.001,0.001,0.01,0.1,0.0001,0.001,100.0,0.0,False,1,0.46845895051956177,0.0,0.21213912963867188,0.0,0.2563198208808899,0.0,1.7031898498535156,0.0,2.1716488003730774,0.0,0.46845895051956177,0.0,0.21213912963867188,0.0,0.2563198208808899,0.0,1.7031898498535156,0.0,2.1716488003730774,0.0,0.46845895051956177,0.0,0.21213912963867188,0.0,0.2563198208808899,0.0,1.7031898498535156,0.0,10.803470382466912,0.0,PD,ok,
0.001,0.0001,0.01,0.1,0.0001,0.001,100.0,0.0,False,1,0.46845895051956177,0.0,0.21213918924331665,0.0,0.2563197612762451,0.0,1.7031900882720947,0.0,2.1716490387916565,0.0,0.46845895051956177,0.0,0.21213918924331665,0.0,0.2563197612762451,0.0,1.7031900882720947,0.0,2.1716490387916565,0.0,0.46845895051956177,0.0,0.21213918924331665,0.0,0.2563197612762451,0.0,1.7031900882720947,0.0,10.63705356232822,0.0,PD,ok,
0.001,0.01,0.01,0.1,0.0001,0.001,100.0,0.0,False,1,0.4684593081474304,0.0,0.21213935315608978,0.0,0.25631996989250183,0.0,1.7031898498535156,0.0,2.171649158000946,0.0,0.4684593081474304,0.0,0.21213935315608978,0.0,0.25631996989250183,0.0,1.7031898498535156,0.0,2.171649158000946,0.0,0.4684593081474304,0.0,0.21213935315608978,0.0,0.25631996989250183,0.0,1.7031898498535156,0.0,10.629943276755512,0.0,PD,ok,
0.001,0.1,0.01,0.1,0.0001,0.001,100.0,0.0,False,1,0.46846237778663635,0.0,0.2121409773826599,0.0,0.25632140040397644,0.0,1.7031848430633545,0.0,2.171647220849991,0.0,0.46846237778663635,0.0,0.2121409773826599,0.0,0.25632140040397644,0.0,1.7031848430633545,0.0,2.171647220849991,0.0,0.46846237778663635,0.0,0.2121409773826599,0.0,0.25632140040397644,0.0,1.7031848430633545,0.0,10.956004036590457,0.0,PD,ok,
0.001,0.0001,0.01,0.01,0.0001,0.001,100.0,0.0,False,1,0.4687831997871399,0.0,0.21216022968292236,0.0,0.25662297010421753,0.0,1.703617811203003,0.0,2.172401010990143,0.0,0.4687831997871399,0.0,0.21216022968292236,0.0,0.25662297010421753,0.0,1.703617811203003,0.0,2.172401010990143,0.0,0.4687831997871399,0.0,0.21216022968292236,0.0,0.25662297010421753,0.0,1.703617811203003,0.0,10.56318043358624,0.0,PD,ok,
0.001,0.001,0.01,0.01,0.0001,0.001,100.0,0.0,False,1,0.4687831997871399,0.0,0.21216022968292236,0.0,0.25662297010421753,0.0,1.7036176919937134,0.0,2.1724008917808533,0.0,0.4687831997871399,0.0,0.21216022968292236,0.0,0.25662297010421753,0.0,1.7036176919937134,0.0,2.1724008917808533,0.0,0.4687831997871399,0.0,0.21216022968292236,0.0,0.25662297010421753,0.0,1.7036176919937134,0.0,10.676527540199459,0.0,PD,ok,
0.001,0.01,0.01,0.01,0.0001,0.001,100.0,0.0,False,1,0.4687836170196533,0.0,0.21216043829917908,0.0,0.25662317872047424,0.0,1.7036174535751343,0.0,2.1724010705947876,0.0,0.4687836170196533,0.0,0.21216043829917908,0.0,0.25662317872047424,0.0,1.7036174535751343,0.0,2.1724010705947876,0.0,0.4687836170196533,0.0,0.21216043829917908,0.0,0.25662317872047424,0.0,1.7036174535751343,0.0,10.89012754894793,0.0,PD,ok,
0.001,0.1,0.01,0.01,0.0001,0.001,100.0,0.0,False,1,0.4687865972518921,0.0,0.21216201782226562,0.0,0.25662457942962646,0.0,1.7036139965057373,0.0,2.1724005937576294,0.0,0.4687865972518921,0.0,0.21216201782226562,0.0,0.25662457942962646,0.0,1.7036139965057373,0.0,2.1724005937576294,0.0,0.4687865972518921,0.0,0.21216201782226562,0.0,0.25662457942962646,0.0,1.7036139965057373,0.0,10.832132445648313,0.0,PD,ok,
0.001,0.0001,0.01,0.001,0.0001,0.001,100.0,0.0,False,1,0.46881574392318726,0.0,0.21216236054897308,0.0,0.256653368473053,0.0,1.703661561012268,0.0,2.1724773049354553,0.0,0.46881574392318726,0.0,0.21216236054897308,0.0,0.256653368473053,0.0,1.703661561012268,0.0,2.1724773049354553,0.0,0.46881574392318726,0.0,0.21216236054897308,0.0,0.256653368473053,0.0,1.703661561012268,0.0,10.630147961899638,0.0,PD,ok,
0.001,0.001,0.01,0.001,0.0001,0.001,100.0,0.0,False,1,0.4688156843185425,0.0,0.21216236054897308,0.0,0.2566533088684082,0.0,1.7036609649658203,0.0,2.172476649284363,0.0,0.4688156843185425,0.0,0.21216236054897308,0.0,0.2566533088684082,0.0,1.7036609649658203,0.0,2.172476649284363,0.0,0.4688156843185425,0.0,0.21216236054897308,0.0,0.2566533088684082,0.0,1.7036609649658203,0.0,10.599669990129769,0.0,PD,ok,
0.001,0.01,0.01,0.001,0.0001,0.001,100.0,0.0,False,1,0.46881604194641113,0.0,0.21216249465942383,0.0,0.2566535472869873,0.0,1.703660488128662,0.0,2.1724765300750732,0.0,0.46881604194641113,0.0,0.21216249465942383,0.0,0.2566535472869873,0.0,1.703660488128662,0.0,2.1724765300750732,0.0,0.46881604194641113,0.0,0.21216249465942383,0.0,0.2566535472869873,0.0,1.703660488128662,0.0,10.875487832352519,0.0,PD,ok,
0.001,0.1,0.01,0.001,0.0001,0.001,100.0,0.0,False,1,0.46881920099258423,0.0,0.21216417849063873,0.0,0.2566550076007843,0.0,1.7036561965942383,0.0,2.1724753975868225,0.0,0.46881920099258423,0.0,0.21216417849063873,0.0,0.2566550076007843,0.0,1.7036561965942383,0.0,2.1724753975868225,0.0,0.46881920099258423,0.0,0.21216417849063873,0.0,0.2566550076007843,0.0,1.7036561965942383,0.0,10.888204582035542,0.0,PD,ok,
0.001,0.0001,0.1,0.1,0.0001,0.001,100.0,0.0,False,1,0.4694705307483673,0.0,0.2131214141845703,0.0,0.256349116563797,0.0,1.703343152999878,0.0,2.1728136837482452,0.0,0.4694705307483673,0.0,0.2131214141845703,0.0,0.256349116563797,0.0,1.703343152999878,0.0,2.1728136837482452,0.0,0.4694705307483673,0.0,0.2131214141845703,0.0,0.256349116563797,0.0,1.703343152999878,0.0,10.625948778353631,0.0,PD,ok,
0.001,0.001,0.1,0.1,0.0001,0.001,100.0,0.0,False,1,0.4694705903530121,0.0,0.2131214141845703,0.0,0.2563491761684418,0.0,1.703343391418457,0.0,2.172813981771469,0.0,0.4694705903530121,0.0,0.2131214141845703,0.0,0.2563491761684418,0.0,1.703343391418457,0.0,2.172813981771469,0.0,0.4694705903530121,0.0,0.2131214141845703,0.0,0.2563491761684418,0.0,1.703343391418457,0.0,10.848268954083323,0.0,PD,ok,
0.001,0.01,0.1,0.1,0.0001,0.001,100.0,0.0,False,1,0.4694707989692688,0.0,0.2131214588880539,0.0,0.2563493251800537,0.0,1.703343152999878,0.0,2.1728139519691467,0.0,0.4694707989692688,0.0,0.2131214588880539,0.0,0.2563493251800537,0.0,1.703343152999878,0.0,2.1728139519691467,0.0,0.4694707989692688,0.0,0.2131214588880539,0.0,0.2563493251800537,0.0,1.703343152999878,0.0,10.882792817428708,0.0,PD,ok,
0.001,0.1,0.1,0.1,0.0001,0.001,100.0,0.0,False,1,0.46947336196899414,0.0,0.21312235295772552,0.0,0.2563510239124298,0.0,1.7033392190933228,0.0,2.172812581062317,0.0,0.46947336196899414,0.0,0.21312235295772552,0.0,0.2563510239124298,0.0,1.7033392190933228,0.0,2.172812581062317,0.0,0.46947336196899414,0.0,0.21312235295772552,0.0,0.2563510239124298,0.0,1.7033392190933228,0.0,10.947541032917798,0.0,PD,ok,
0.001,0.0001,0.1,0.01,0.0001,0.001,100.0,0.0,False,1,0.46981513500213623,0.0,0.21317316591739655,0.0,0.2566419541835785,0.0,1.703760027885437,0.0,2.1735751628875732,0.0,0.46981513500213623,0.0,0.21317316591739655,0.0,0.2566419541835785,0.0,1.703760027885437,0.0,2.1735751628875732,0.0,0.46981513500213623,0.0,0.21317316591739655,0.0,0.2566419541835785,0.0,1.703760027885437,0.0,10.605136735364795,0.0,PD,ok,
0.001,0.001,0.1,0.01,0.0001,0.001,100.0,0.0,False,1,0.46981513500213623,0.0,0.21317316591739655,0.0,0.2566419541835785,0.0,1.7037599086761475,0.0,2.1735750436782837,0.0,0.46981513500213623,0.0,0.21317316591739655,0.0,0.2566419541835785,0.0,1.7037599086761475,0.0,2.1735750436782837,0.0,0.46981513500213623,0.0,0.21317316591739655,0.0,0.2566419541835785,0.0,1.7037599086761475,0.0,10.633089476265013,0.0,PD,ok,
0.001,0.01,0.1,0.01,0.0001,0.001,100.0,0.0,False,1,0.4698154330253601,0.0,0.21317319571971893,0.0,0.25664222240448,0.0,1.703760027885437,0.0,2.173575460910797,0.0,0.4698154330253601,0.0,0.21317319571971893,0.0,0.25664222240448,0.0,1.703760027885437,0.0,2.173575460910797,0.0,0.4698154330253601,0.0,0.21317319571971893,0.0,0.25664222240448,0.0,1.703760027885437,0.0,11.002869341522455,0.0,PD,ok,
0.001,0.1,0.1,0.01,0.0001,0.001,100.0,0.0,False,1,0.4698178470134735,0.0,0.21317404508590698,0.0,0.25664380192756653,0.0,1.7037558555603027,0.0,2.1735737025737762,0.0,0.4698178470134735,0.0,0.21317404508590698,0.0,0.25664380192756653,0.0,1.7037558555603027,0.0,2.1735737025737762,0.0,0.4698178470134735,0.0,0.21317404508590698,0.0,0.25664380192756653,0.0,1.7037558555603027,0.0,10.786618519574404,0.0,PD,ok,
0.001,0.0001,0.1,0.001,0.0001,0.001,100.0,0.0,False,1,0.4698495864868164,0.0,0.213178351521492,0.0,0.2566712498664856,0.0,1.7038018703460693,0.0,2.1736514568328857,0.0,0.4698495864868164,0.0,0.213178351521492,0.0,0.2566712498664856,0.0,1.7038018703460693,0.0,2.1736514568328857,0.0,0.4698495864868164,0.0,0.213178351521492,0.0,0.2566712498664856,0.0,1.7038018703460693,0.0,10.576332452706993,0.0,PD,ok,
0.001,0.001,0.1,0.001,0.0001,0.001,100.0,0.0,False,1,0.4698496460914612,0.0,0.213178351521492,0.0,0.25667130947113037,0.0,1.7038016319274902,0.0,2.1736512780189514,0.0,0.4698496460914612,0.0,0.213178351521492,0.0,0.25667130947113037,0.0,1.7038016319274902,0.0,2.1736512780189514,0.0,0.4698496460914612,0.0,0.213178351521492,0.0,0.25667130947113037,0.0,1.7038016319274902,0.0,10.701383847743273,0.0,PD,ok,
0.001,0.01,0.1,0.001,0.0001,0.001,100.0,0.0,False,1,0.46984976530075073,0.0,0.2131783813238144,0.0,0.25667139887809753,0.0,1.7038017511367798,0.0,2.1736515164375305,0.0,0.46984976530075073,0.0,0.2131783813238144,0.0,0.25667139887809753,0.0,1.7038017511367798,0.0,2.1736515164375305,0.0,0.46984976530075073,0.0,0.2131783813238144,0.0,0.25667139887809753,0.0,1.7038017511367798,0.0,10.906344519928098,0.0,PD,ok,
0.001,0.1,0.1,0.001,0.0001,0.001,100.0,0.0,False,1,0.4698522686958313,0.0,0.21317923069000244,0.0,0.25667303800582886,0.0,1.7037978172302246,0.0,2.173650085926056,0.0,0.4698522686958313,0.0,0.21317923069000244,0.0,0.25667303800582886,0.0,1.7037978172302246,0.0,2.173650085926056,0.0,0.4698522686958313,0.0,0.21317923069000244,0.0,0.25667303800582886,0.0,1.7037978172302246,0.0,10.968658924102783,0.0,PD,ok,
0.001,0.0001,0.001,0.1,0.0001,0.0001,100.0,0.0,False,1,0.4704540967941284,0.0,0.21398736536502838,0.0,0.25646671652793884,0.0,1.7031406164169312,0.0,2.1735947132110596,0.0,0.4704540967941284,0.0,0.21398736536502838,0.0,0.25646671652793884,0.0,1.7031406164169312,0.0,2.1735947132110596,0.0,0.4704540967941284,0.0,0.21398736536502838,0.0,0.25646671652793884,0.0,1.7031406164169312,0.0,10.608891834504902,0.0,PD,ok,
0.001,0.001,0.001,0.1,0.0001,0.0001,100.0,0.0,False,1,0.4704540967941284,0.0,0.21398736536502838,0.0,0.25646671652793884,0.0,1.7031404972076416,0.0,2.17359459400177,0.0,0.4704540967941284,0.0,0.21398736536502838,0.0,0.25646671652793884,0.0,1.7031404972076416,0.0,2.17359459400177,0.0,0.4704540967941284,0.0,0.21398736536502838,0.0,0.25646671652793884,0.0,1.7031404972076416,0.0,10.577000476419926,0.0,PD,ok,
0.001,0.01,0.001,0.1,0.0001,0.0001,100.0,0.0,False,1,0.4704543650150299,0.0,0.21398749947547913,0.0,0.2564668655395508,0.0,1.7031407356262207,0.0,2.1735951006412506,0.0,0.4704543650150299,0.0,0.21398749947547913,0.0,0.2564668655395508,0.0,1.7031407356262207,0.0,2.1735951006412506,0.0,0.4704543650150299,0.0,0.21398749947547913,0.0,0.2564668655395508,0.0,1.7031407356262207,0.0,10.770936459302902,0.0,PD,ok,
0.001,0.0001,0.001,0.01,0.0001,0.0001,100.0,0.0,False,1,0.4704847037792206,0.0,0.21398848295211792,0.0,0.25649622082710266,0.0,1.703183650970459,0.0,2.1736683547496796,0.0,0.4704847037792206,0.0,0.21398848295211792,0.0,0.25649622082710266,0.0,1.703183650970459,0.0,2.1736683547496796,0.0,0.4704847037792206,0.0,0.21398848295211792,0.0,0.25649622082710266,0.0,1.703183650970459,0.0,10.500352611765265,0.0,PD,ok,
0.001,0.001,0.001,0.01,0.0001,0.0001,100.0,0.0,False,1,0.4704846739768982,0.0,0.21398848295211792,0.0,0.2564961910247803,0.0,1.703183650970459,0.0,2.173668324947357,0.0,0.4704846739768982,0.0,0.21398848295211792,0.0,0.2564961910247803,0.0,1.703183650970459,0.0,2.173668324947357,0.0,0.4704846739768982,0.0,0.21398848295211792,0.0,0.2564961910247803,0.0,1.703183650970459,0.0,10.54202064871788,0.0,PD,ok,
